step,score
10456,-173.45587504154435
22841,-111.25525555040143
43597,-39.97510469312458
70211,6.8077404937492245
107483,15.396391874910082
143926,84.40531007427553
172634,144.2939657773734
201177,173.49466986994045
229947,194.587513843604
257476,227.79230979679164
286200,210.81362992084559
312241,233.0566593128724
339733,250.72916148308425
370105,203.47972351279716
401352,207.8246323322691
433046,217.64874979043566
464233,259.0348175639489
496215,260.0198044730844
527872,257.0766790184733
558917,258.3747629890237
587664,262.48132430374335
615322,269.297095560636
644759,261.4743229685297
672004,266.2073871577433
699750,268.2350923723238
728469,268.5623091884092
755848,267.2288749909723
782453,258.23753550303184
809950,258.00672060204107
838776,253.08170780787907
864867,260.07490904585654
890862,271.13348215340045
917304,258.51735702171067
944029,267.667932869875
970360,269.1570237587734
996805,273.1565850441624
1022835,273.0265904664897
